seed,curve_key,Q,R_Q,n_aggregated_seeds
"111,112,113,114,115,116,117,118,119,120",target,0,0.0,10
"111,112,113,114,115,116,117,118,119,120",uniform,0,0.0,10
"111,112,113,114,115,116,117,118,119,120",spectral,0,0.0,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,0,0.0,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,0,0.0,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,0,0.0,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,0,0.0,10
"111,112,113,114,115,116,117,118,119,120",target,1,0.0015655250447401607,10
"111,112,113,114,115,116,117,118,119,120",uniform,1,0.000244140625,10
"111,112,113,114,115,116,117,118,119,120",spectral,1,0.000800880113517719,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,1,0.0015272633477850035,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,1,0.0008289366769387828,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,1,0.0014823356291228714,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,1,0.0008114898484384259,10
"111,112,113,114,115,116,117,118,119,120",target,2,0.003126593938221229,10
"111,112,113,114,115,116,117,118,119,120",uniform,2,0.0004882216453552246,10
"111,112,113,114,115,116,117,118,119,120",spectral,2,0.0016008673724037775,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,2,0.0030473241929723496,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,2,0.0016561423139634303,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,2,0.0029574030466829942,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,2,0.0016212883531537645,10
"111,112,113,114,115,116,117,118,119,120",target,3,0.004683230654886684,10
"111,112,113,114,115,116,117,118,119,120",uniform,3,0.0007322430756175891,10
"111,112,113,114,115,116,117,118,119,120",spectral,3,0.0023999629558508996,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,3,0.004560246700296153,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,3,0.002481623603927663,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,3,0.004425270807353272,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,3,0.0024294020853958967,10
"111,112,113,114,115,116,117,118,119,120",target,4,0.0062354589555646414,10
"111,112,113,114,115,116,117,118,119,120",uniform,4,0.0009762049303354559,10
"111,112,113,114,115,116,117,118,119,120",spectral,4,0.0031981680412974203,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,4,0.0060660942253980684,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,4,0.0033053872017814595,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,4,0.005886006555742976,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,4,0.00323583758013042,10
"111,112,113,114,115,116,117,118,119,120",target,5,0.007783302390164432,10
"111,112,113,114,115,116,117,118,119,120",uniform,5,0.0012201072240536348,10
"111,112,113,114,115,116,117,118,119,120",spectral,5,0.003995483804430115,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,5,0.007564929327026083,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,5,0.004127439724839632,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,5,0.007339677040988202,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,5,0.004040601336281525,10
"111,112,113,114,115,116,117,118,119,120",target,6,0.009326784300330302,10
"111,112,113,114,115,116,117,118,119,120",uniform,6,0.001463949971313383,10
"111,112,113,114,115,116,117,118,119,120",spectral,6,0.004791911419187065,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,6,0.009056813779031178,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,6,0.004947787753048152,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,6,0.008786348131079577,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,6,0.004843699816973032,10
"111,112,113,114,115,116,117,118,119,120",target,7,0.01086592782205433,10
"111,112,113,114,115,116,117,118,119,120",uniform,7,0.0017077331866524048,10
"111,112,113,114,115,116,117,118,119,120",spectral,7,0.005587452057760492,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,7,0.010541808582165411,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,7,0.005766437829248315,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,7,0.010226084826932366,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,7,0.0056451394497675726,10
"111,112,113,114,115,116,117,118,119,120",target,8,0.012400755888247812,10
"111,112,113,114,115,116,117,118,119,120",uniform,8,0.001951456884604852,10
"111,112,113,114,115,116,117,118,119,120",spectral,8,0.006382106890599601,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,8,0.012019973975684908,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,8,0.006583396459438571,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,8,0.011658951276203842,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,8,0.006444926626903831,10
"111,112,113,114,115,116,117,118,119,120",target,9,0.013931291231273221,10
"111,112,113,114,115,116,117,118,119,120",uniform,9,0.0021951210797014342,10
"111,112,113,114,115,116,117,118,119,120",spectral,9,0.007175877086413407,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,9,0.013491369448761111,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,9,0.007398670113034719,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,9,0.01308501078686301,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,9,0.007243067705532421,10
"111,112,113,114,115,116,117,118,119,120",target,10,0.015457556385436175,10
"111,112,113,114,115,116,117,118,119,120",uniform,10,0.002438725786469087,10
"111,112,113,114,115,116,117,118,119,120",spectral,10,0.007968763812173565,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,10,0.01495605375170371,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,10,0.008212265223127376,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,10,0.014504325840517345,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,10,0.008039569007949473,10
"111,112,113,114,115,116,117,118,119,120",target,11,0.016979573689439566,10
"111,112,113,114,115,116,117,118,119,120",uniform,11,0.0026822710194314148,10
"111,112,113,114,115,116,117,118,119,120",spectral,11,0.008760768233117193,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,11,0.016414084906998506,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,11,0.009024188186738013,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,11,0.01591695810550126,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,11,0.008834436821829038,10
"111,112,113,114,115,116,117,118,119,120",target,12,0.018497365288798636,10
"111,112,113,114,115,116,117,118,119,120",uniform,12,0.0029257567931082473,10
"111,112,113,114,115,116,117,118,119,120",spectral,12,0.009551891512749686,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,12,0.017865520220163408,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,12,0.009834445365072279,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,12,0.017322968449730986,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,12,0.009627677400453163,10
"111,112,113,114,115,116,117,118,119,120",target,13,0.020010953138219652,10
"111,112,113,114,115,116,117,118,119,120",uniform,13,0.003169183122016195,10
"111,112,113,114,115,116,117,118,119,120",spectral,13,0.01034213481284754,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,13,0.019310416290425788,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,13,0.010643043083771878,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,13,0.0187224169533303,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,13,0.010419296962940791,10
"111,112,113,114,115,116,117,118,119,120",target,14,0.02152035900394119,10
"111,112,113,114,115,116,117,118,119,120",uniform,14,0.0034125500206680925,10
"111,112,113,114,115,116,117,118,119,120",spectral,14,0.011131499293461144,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,14,0.020748829021224293,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,14,0.011449987633163882,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,14,0.020115362921031527,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,14,0.011209301694474512,10
"111,112,113,114,115,116,117,118,119,120",target,15,0.02302560446604019,10
"111,112,113,114,115,116,117,118,119,120",uniform,15,0.0036558575035731122,10
"111,112,113,114,115,116,117,118,119,120",spectral,15,0.011919986112917594,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,15,0.022180813630538095,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,15,0.012255285268508513,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,15,0.02150186489435622,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,15,0.01199769774652599,10
"111,112,113,114,115,116,117,118,119,120",target,17,0.026023699582453614,10
"111,112,113,114,115,116,117,118,119,120",uniform,17,0.004142294280162773,10
"111,112,113,114,115,116,117,118,119,120",spectral,17,0.01349433139306774,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,17,0.025025715990123255,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,17,0.013860964644232929,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,17,0.02425576727948334,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,17,0.01356968825085333,10
"111,112,113,114,115,116,117,118,119,120",target,18,0.027516591486369806,10
"111,112,113,114,115,116,117,118,119,120",uniform,18,0.004385423602848326,10
"111,112,113,114,115,116,117,118,119,120",spectral,18,0.01428019216182431,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,18,0.026438740839663983,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,18,0.014661358721998493,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,18,0.025623281064899705,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,18,0.014353294839521222,10
"111,112,113,114,115,116,117,118,119,120",target,19,0.02900540749023518,10
"111,112,113,114,115,116,117,118,119,120",uniform,19,0.004628493567789049,10
"111,112,113,114,115,116,117,118,119,120",spectral,19,0.015065179885555053,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,19,0.027845551785757046,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,19,0.015460130560969537,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,19,0.026984577626052754,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,19,0.015135317021929754,10
"111,112,113,114,115,116,117,118,119,120",target,20,0.030490168276682012,10
"111,112,113,114,115,116,117,118,119,120",uniform,20,0.004871504189476572,10
"111,112,113,114,115,116,117,118,119,120",spectral,20,0.015849295714012453,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,20,0.029246200768193276,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,20,0.016257286244715626,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,20,0.02833971186369877,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,20,0.015915760784315926,10
"111,112,113,114,115,116,117,118,119,120",target,21,0.031970894355291116,10
"111,112,113,114,115,116,117,118,119,120",uniform,21,0.005114455482399083,10
"111,112,113,114,115,116,117,118,119,120",spectral,21,0.016632540795242443,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,21,0.030640739099821606,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,21,0.01705283182318351,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,21,0.02968873798407088,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,21,0.016694632080522513,10
"111,112,113,114,115,116,117,118,119,120",target,23,0.034920323574453495,10
"111,112,113,114,115,116,117,118,119,120",uniform,23,0.005600180139883615,10
"111,112,113,114,115,116,117,118,119,120",spectral,23,0.01819642329968755,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,23,0.0334116859824078,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,23,0.018639116697359043,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,23,0.03236867928963358,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,23,0.018247680929077296,10
"111,112,113,114,115,116,117,118,119,120",target,25,0.03785385584123372,10
"111,112,113,114,115,116,117,118,119,120",uniform,25,0.006085667656076654,10
"111,112,113,114,115,116,117,118,119,120",spectral,25,0.0197568365492312,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,25,0.036158790743448785,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,25,0.020219032919456422,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,25,0.03502482170603108,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,25,0.019794510558533637,10
"111,112,113,114,115,116,117,118,119,120",target,27,0.04077164920960413,10
"111,112,113,114,115,116,117,118,119,120",uniform,27,0.0065709181467557,10
"111,112,113,114,115,116,117,118,119,120",spectral,27,0.02131378966708572,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,27,0.03888244223542044,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,27,0.021792627702250492,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,27,0.037657574952999776,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,27,0.021335167455039793,10
"111,112,113,114,115,116,117,118,119,120",target,29,0.04367385915587774,10
"111,112,113,114,115,116,117,118,119,120",uniform,29,0.007055931727641851,10
"111,112,113,114,115,116,117,118,119,120",spectral,29,0.022867291749422782,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,29,0.04158302012693153,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,29,0.023359947742551977,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,29,0.040267338624568015,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,29,0.022869697606568144,10
"111,112,113,114,115,116,117,118,119,120",target,31,0.046560638638745856,10
"111,112,113,114,115,116,117,118,119,120",uniform,31,0.0075407085143994745,10
"111,112,113,114,115,116,117,118,119,120",spectral,31,0.02441735186546109,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,31,0.04426089516751563,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,31,0.02492103922831451,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,31,0.042854502495925394,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,31,0.02439814650943336,10
"111,112,113,114,115,116,117,118,119,120",target,34,0.05086220430292576,10
"111,112,113,114,115,116,117,118,119,120",uniform,34,0.008267429958422126,10
"111,112,113,114,115,116,117,118,119,120",spectral,34,0.02673600812553086,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,34,0.048235929640162406,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,34,0.027251097719988265,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,34,0.046693702947052114,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,34,0.026679515853099706,10
"111,112,113,114,115,116,117,118,119,120",target,36,0.05371106082077175,10
"111,112,113,114,115,116,117,118,119,120",uniform,36,0.008751615265520263,10
"111,112,113,114,115,116,117,118,119,120",spectral,36,0.02827750282756194,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,36,0.05085861334170816,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,36,0.028796816615134946,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,36,0.04922601079445869,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,36,0.028192957511870776,10
"111,112,113,114,115,116,117,118,119,120",target,39,0.057956426208419586,10
"111,112,113,114,115,116,117,118,119,120",uniform,39,0.009477450031459167,10
"111,112,113,114,115,116,117,118,119,120",spectral,39,0.03058335311252623,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,39,0.05475248376851782,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,39,0.031104025963619587,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,39,0.05298462813508581,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,39,0.030452022709520955,10
"111,112,113,114,115,116,117,118,119,120",target,42,0.062168712810895324,10
"111,112,113,114,115,116,117,118,119,120",uniform,42,0.010202753309916712,10
"111,112,113,114,115,116,117,118,119,120",spectral,42,0.0328815600930213,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,42,0.058599160486616675,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,42,0.03339772393727193,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,42,0.05669647014281073,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,42,0.03269790072958956,10
"111,112,113,114,115,116,117,118,119,120",target,46,0.06773444533872687,10
"111,112,113,114,115,116,117,118,119,120",uniform,46,0.011168998262168032,10
"111,112,113,114,115,116,117,118,119,120",spectral,46,0.03593399839575276,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,46,0.06365651483509283,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,46,0.036435221654925035,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,46,0.06157477827511741,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,46,0.0356721393458371,10
"111,112,113,114,115,116,117,118,119,120",target,50,0.07324327917674682,10
"111,112,113,114,115,116,117,118,119,120",uniform,50,0.012134299961333127,10
"111,112,113,114,115,116,117,118,119,120",spectral,50,0.03897297285671248,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,50,0.06863435258908548,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,50,0.039449296756229754,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,50,0.0663745036571721,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,50,0.038623523536879284,10
"111,112,113,114,115,116,117,118,119,120",target,54,0.0786962602317271,10
"111,112,113,114,115,116,117,118,119,120",uniform,54,0.013098659328220075,10
"111,112,113,114,115,116,117,118,119,120",spectral,54,0.04199855391168307,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,54,0.07353502941448264,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,54,0.04244028099019117,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,54,0.0710980975160901,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,54,0.04155238066194103,10
"111,112,113,114,115,116,117,118,119,120",target,58,0.08409440334637065,10
"111,112,113,114,115,116,117,118,119,120",uniform,58,0.014062077282738509,10
"111,112,113,114,115,116,117,118,119,120",spectral,58,0.04501081158097285,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,58,0.07836079825038522,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,58,0.04540849914888245,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,58,0.07574789969133786,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,58,0.04445903130781988,10
"111,112,113,114,115,116,117,118,119,120",target,63,0.09076646438388052,10
"111,112,113,114,115,116,117,118,119,120",uniform,63,0.015265027264714348,10
"111,112,113,114,115,116,117,118,119,120",spectral,63,0.04875750366008017,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,63,0.08429094532694646,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,63,0.04908724090768211,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,63,0.0814597778147959,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,63,0.048061594477919585,10
"111,112,113,114,115,116,117,118,119,120",target,68,0.09735623996340952,10
"111,112,113,114,115,116,117,118,119,120",uniform,68,0.016466509518726878,10
"111,112,113,114,115,116,117,118,119,120",spectral,68,0.0524836217324946,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,68,0.09011142030540033,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,68,0.0527315137936456,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,68,0.08706398918551606,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,68,0.05163054932214265,10
"111,112,113,114,115,116,117,118,119,120",target,73,0.10386552574382299,10
"111,112,113,114,115,116,117,118,119,120",uniform,73,0.01766652583556175,10
"111,112,113,114,115,116,117,118,119,120",spectral,73,0.05618929985670161,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,73,0.09582602356360918,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,73,0.05634190893539689,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,73,0.09256445638413871,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,73,0.05516647979295095,10
"111,112,113,114,115,116,117,118,119,120",target,79,0.111572857902338,10
"111,112,113,114,115,116,117,118,119,120",uniform,79,0.019104612896884976,10
"111,112,113,114,115,116,117,118,119,120",spectral,79,0.06060932017232956,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,79,0.102548859048715,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,79,0.06063047455845383,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,79,0.09903328763156898,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,79,0.059366804631628134,10
"111,112,113,114,115,116,117,118,119,120",target,85,0.1191696588364598,10
"111,112,113,114,115,116,117,118,119,120",uniform,85,0.020540594670696084,10
"111,112,113,114,115,116,117,118,119,120",spectral,85,0.06500032663069914,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,85,0.10913030329232176,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,85,0.06487205284609525,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,85,0.1053641070147058,10
"111,112,113,114,115,116,117,118,119,120",mse_hw,85,0.0635213498441902,10
"111,112,113,114,115,116,117,118,119,120",target,92,0.12789657719970846,10
"111,112,113,114,115,116,117,118,119,120",uniform,92,0.022213250002155682,10
"111,112,113,114,115,116,117,118,119,120",spectral,92,0.07008679872039054,10
"111,112,113,114,115,116,117,118,119,120",parity_sim,92,0.116637314850357,10
"111,112,113,114,115,116,117,118,119,120",parity_hw,92,0.06976242496921828,10
"111,112,113,114,115,116,117,118,119,120",mse_sim,92,0.11258317582315953,10
