beta,n,seed,model_key,model_label,train_m,sigma,K,iqp_steps,classical_steps,transformer_variant,transformer_d_model,transformer_heads,transformer_layers,transformer_dim_ff,transformer_epochs,maxent_steps,KL_pstar_to_q
0.9,17,118,classical_nnn_fields_parity,Ising+fields (NN+NNN),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.3620630862751733
0.9,17,118,classical_dense_fields_xent,Dense Ising+fields (xent),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.39165763938006
0.9,17,118,classical_transformer_mle,AR Transformer (MLE),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.217574825648905
0.9,17,118,classical_maxent_parity,"MaxEnt parity (P,z)",200,1.0,512,600,600,medium,32,4,1,64,600,600,2.0828416704877766
0.9,17,119,iqp_parity_mse,IQP (parity),200,1.0,512,600,600,medium,32,4,1,64,600,600,0.6670794600162786
0.9,17,119,classical_nnn_fields_parity,Ising+fields (NN+NNN),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.4489867785517525
0.9,17,119,classical_dense_fields_xent,Dense Ising+fields (xent),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.4858839233374062
0.9,17,119,classical_transformer_mle,AR Transformer (MLE),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.3118679647094138
0.9,17,119,classical_maxent_parity,"MaxEnt parity (P,z)",200,1.0,512,600,600,medium,32,4,1,64,600,600,2.1655881206941414
0.9,17,120,iqp_parity_mse,IQP (parity),200,1.0,512,600,600,medium,32,4,1,64,600,600,0.862308469279905
0.9,17,120,classical_nnn_fields_parity,Ising+fields (NN+NNN),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.5320427331537418
0.9,17,120,classical_dense_fields_xent,Dense Ising+fields (xent),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.6133341041157323
0.9,17,120,classical_transformer_mle,AR Transformer (MLE),200,1.0,512,600,600,medium,32,4,1,64,600,600,0.9459505785043567
0.9,17,120,classical_maxent_parity,"MaxEnt parity (P,z)",200,1.0,512,600,600,medium,32,4,1,64,600,600,2.4815811979281657
0.9,18,111,iqp_parity_mse,IQP (parity),200,1.0,512,600,600,medium,32,4,1,64,600,600,0.9857251480179712
0.9,18,111,classical_nnn_fields_parity,Ising+fields (NN+NNN),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.4163955455300365
0.9,18,111,classical_dense_fields_xent,Dense Ising+fields (xent),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.5384567676416614
0.9,18,111,classical_transformer_mle,AR Transformer (MLE),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.066233874726214
0.9,18,111,classical_maxent_parity,"MaxEnt parity (P,z)",200,1.0,512,600,600,medium,32,4,1,64,600,600,2.483986407752319
0.9,18,112,iqp_parity_mse,IQP (parity),200,1.0,512,600,600,medium,32,4,1,64,600,600,0.970347538489234
0.9,18,112,classical_nnn_fields_parity,Ising+fields (NN+NNN),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.415888654607231
0.9,18,112,classical_dense_fields_xent,Dense Ising+fields (xent),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.5872423288825463
0.9,18,112,classical_transformer_mle,AR Transformer (MLE),200,1.0,512,600,600,medium,32,4,1,64,600,600,0.9505066367477838
0.9,18,112,classical_maxent_parity,"MaxEnt parity (P,z)",200,1.0,512,600,600,medium,32,4,1,64,600,600,2.570729858663925
0.9,18,113,iqp_parity_mse,IQP (parity),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.1554433141076972
0.9,18,113,classical_nnn_fields_parity,Ising+fields (NN+NNN),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.4363834345061823
0.9,18,113,classical_dense_fields_xent,Dense Ising+fields (xent),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.7122233340753081
0.9,18,113,classical_transformer_mle,AR Transformer (MLE),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.0082115355539614
0.9,18,113,classical_maxent_parity,"MaxEnt parity (P,z)",200,1.0,512,600,600,medium,32,4,1,64,600,600,3.4940153732122425
0.9,18,114,iqp_parity_mse,IQP (parity),200,1.0,512,600,600,medium,32,4,1,64,600,600,0.8730333798017218
0.9,18,114,classical_nnn_fields_parity,Ising+fields (NN+NNN),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.5197248299957165
0.9,18,114,classical_dense_fields_xent,Dense Ising+fields (xent),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.6496115287783581
0.9,18,114,classical_transformer_mle,AR Transformer (MLE),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.064525505174183
0.9,18,114,classical_maxent_parity,"MaxEnt parity (P,z)",200,1.0,512,600,600,medium,32,4,1,64,600,600,2.389490952472399
0.9,18,115,iqp_parity_mse,IQP (parity),200,1.0,512,600,600,medium,32,4,1,64,600,600,0.877260097888938
0.9,18,115,classical_nnn_fields_parity,Ising+fields (NN+NNN),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.7406817200871685
0.9,18,115,classical_dense_fields_xent,Dense Ising+fields (xent),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.5575059680881433
0.9,18,115,classical_transformer_mle,AR Transformer (MLE),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.0972089450075884
0.9,18,115,classical_maxent_parity,"MaxEnt parity (P,z)",200,1.0,512,600,600,medium,32,4,1,64,600,600,2.349600148653564
0.9,18,116,iqp_parity_mse,IQP (parity),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.052064784174791
0.9,18,116,classical_nnn_fields_parity,Ising+fields (NN+NNN),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.5311760930608913
0.9,18,116,classical_dense_fields_xent,Dense Ising+fields (xent),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.7074546629544383
0.9,18,116,classical_transformer_mle,AR Transformer (MLE),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.5850612648103743
0.9,18,116,classical_maxent_parity,"MaxEnt parity (P,z)",200,1.0,512,600,600,medium,32,4,1,64,600,600,2.723478042893868
0.9,18,117,iqp_parity_mse,IQP (parity),200,1.0,512,600,600,medium,32,4,1,64,600,600,0.8173095478983126
0.9,18,117,classical_nnn_fields_parity,Ising+fields (NN+NNN),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.7526478421410383
0.9,18,117,classical_dense_fields_xent,Dense Ising+fields (xent),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.5466084362282644
0.9,18,117,classical_transformer_mle,AR Transformer (MLE),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.0036788264459426
0.9,18,117,classical_maxent_parity,"MaxEnt parity (P,z)",200,1.0,512,600,600,medium,32,4,1,64,600,600,2.3969960512216915
0.9,18,118,iqp_parity_mse,IQP (parity),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.0497675669705246
0.9,18,118,classical_nnn_fields_parity,Ising+fields (NN+NNN),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.6787084181480045
0.9,18,118,classical_dense_fields_xent,Dense Ising+fields (xent),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.5288567154408794
0.9,18,118,classical_transformer_mle,AR Transformer (MLE),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.4444246675725945
0.9,18,118,classical_maxent_parity,"MaxEnt parity (P,z)",200,1.0,512,600,600,medium,32,4,1,64,600,600,2.323173014698811
0.9,18,119,iqp_parity_mse,IQP (parity),200,1.0,512,600,600,medium,32,4,1,64,600,600,0.7705880946421565
0.9,18,119,classical_nnn_fields_parity,Ising+fields (NN+NNN),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.7717986513807182
0.9,18,119,classical_dense_fields_xent,Dense Ising+fields (xent),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.5531766575432306
0.9,18,119,classical_transformer_mle,AR Transformer (MLE),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.2527357624747149
0.9,18,119,classical_maxent_parity,"MaxEnt parity (P,z)",200,1.0,512,600,600,medium,32,4,1,64,600,600,2.38969008519645
0.9,18,120,iqp_parity_mse,IQP (parity),200,1.0,512,600,600,medium,32,4,1,64,600,600,0.8739915721605797
0.9,18,120,classical_nnn_fields_parity,Ising+fields (NN+NNN),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.5111474842906862
0.9,18,120,classical_dense_fields_xent,Dense Ising+fields (xent),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.5611158191659387
0.9,18,120,classical_transformer_mle,AR Transformer (MLE),200,1.0,512,600,600,medium,32,4,1,64,600,600,0.9789933913731711
0.9,18,120,classical_maxent_parity,"MaxEnt parity (P,z)",200,1.0,512,600,600,medium,32,4,1,64,600,600,2.238459092952648
0.9,19,111,iqp_parity_mse,IQP (parity),200,1.0,512,600,600,medium,32,4,1,64,600,600,0.9811412060839038
0.9,19,111,classical_nnn_fields_parity,Ising+fields (NN+NNN),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.6290051126932283
0.9,19,111,classical_dense_fields_xent,Dense Ising+fields (xent),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.7098978921284504
0.9,19,111,classical_transformer_mle,AR Transformer (MLE),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.124876710357848
0.9,19,111,classical_maxent_parity,"MaxEnt parity (P,z)",200,1.0,512,600,600,medium,32,4,1,64,600,600,2.7349803956974426
0.9,19,112,iqp_parity_mse,IQP (parity),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.1785635245487902
0.9,19,112,classical_nnn_fields_parity,Ising+fields (NN+NNN),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.7162463679735311
0.9,19,112,classical_dense_fields_xent,Dense Ising+fields (xent),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.6601503597573042
0.9,19,112,classical_transformer_mle,AR Transformer (MLE),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.0476327116907942
0.9,19,112,classical_maxent_parity,"MaxEnt parity (P,z)",200,1.0,512,600,600,medium,32,4,1,64,600,600,2.6876275097126396
0.9,19,113,iqp_parity_mse,IQP (parity),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.4592782738867682
0.9,19,113,classical_nnn_fields_parity,Ising+fields (NN+NNN),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.7701543913286701
0.9,19,113,classical_dense_fields_xent,Dense Ising+fields (xent),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.6878953247495911
0.9,19,113,classical_transformer_mle,AR Transformer (MLE),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.0642124538939282
0.9,19,113,classical_maxent_parity,"MaxEnt parity (P,z)",200,1.0,512,600,600,medium,32,4,1,64,600,600,2.7088344343362936
0.9,19,114,iqp_parity_mse,IQP (parity),200,1.0,512,600,600,medium,32,4,1,64,600,600,0.9551256836232443
0.9,19,114,classical_nnn_fields_parity,Ising+fields (NN+NNN),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.698270964903865
0.9,19,114,classical_dense_fields_xent,Dense Ising+fields (xent),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.6843549507711186
0.9,19,114,classical_transformer_mle,AR Transformer (MLE),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.037711010678792
0.9,19,114,classical_maxent_parity,"MaxEnt parity (P,z)",200,1.0,512,600,600,medium,32,4,1,64,600,600,2.541570753214426
0.9,19,115,iqp_parity_mse,IQP (parity),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.1967786670611913
0.9,19,115,classical_nnn_fields_parity,Ising+fields (NN+NNN),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.7849345986079017
0.9,19,115,classical_dense_fields_xent,Dense Ising+fields (xent),200,1.0,512,600,600,medium,32,4,1,64,600,600,2.0790023726149345
0.9,19,115,classical_transformer_mle,AR Transformer (MLE),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.3721324571805225
0.9,19,115,classical_maxent_parity,"MaxEnt parity (P,z)",200,1.0,512,600,600,medium,32,4,1,64,600,600,2.982983855823975
0.9,19,116,iqp_parity_mse,IQP (parity),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.2957673483698728
0.9,19,116,classical_nnn_fields_parity,Ising+fields (NN+NNN),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.8422477967556972
0.9,19,116,classical_dense_fields_xent,Dense Ising+fields (xent),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.948951867198366
0.9,19,116,classical_transformer_mle,AR Transformer (MLE),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.4611179365422156
0.9,19,116,classical_maxent_parity,"MaxEnt parity (P,z)",200,1.0,512,600,600,medium,32,4,1,64,600,600,2.970327758460753
0.9,19,117,iqp_parity_mse,IQP (parity),200,1.0,512,600,600,medium,32,4,1,64,600,600,0.8721557361465394
0.9,19,117,classical_nnn_fields_parity,Ising+fields (NN+NNN),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.973023991960892
0.9,19,117,classical_dense_fields_xent,Dense Ising+fields (xent),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.7670276047092162
0.9,19,117,classical_transformer_mle,AR Transformer (MLE),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.0186499364794153
0.9,19,117,classical_maxent_parity,"MaxEnt parity (P,z)",200,1.0,512,600,600,medium,32,4,1,64,600,600,2.568815019066408
0.9,19,118,iqp_parity_mse,IQP (parity),200,1.0,512,600,600,medium,32,4,1,64,600,600,0.9866182761409137
0.9,19,118,classical_nnn_fields_parity,Ising+fields (NN+NNN),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.4614405662093453
0.9,19,118,classical_dense_fields_xent,Dense Ising+fields (xent),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.484913567324487
0.9,19,118,classical_transformer_mle,AR Transformer (MLE),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.4877220889667806
0.9,19,118,classical_maxent_parity,"MaxEnt parity (P,z)",200,1.0,512,600,600,medium,32,4,1,64,600,600,2.3698353872716384
0.9,19,119,iqp_parity_mse,IQP (parity),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.0417550134683986
0.9,19,119,classical_nnn_fields_parity,Ising+fields (NN+NNN),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.5116468191545516
0.9,19,119,classical_dense_fields_xent,Dense Ising+fields (xent),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.6200390018696647
0.9,19,119,classical_transformer_mle,AR Transformer (MLE),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.4643842231207875
0.9,19,119,classical_maxent_parity,"MaxEnt parity (P,z)",200,1.0,512,600,600,medium,32,4,1,64,600,600,2.199318448436984
0.9,19,120,iqp_parity_mse,IQP (parity),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.4198994367710291
0.9,19,120,classical_nnn_fields_parity,Ising+fields (NN+NNN),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.6114469659438573
0.9,19,120,classical_dense_fields_xent,Dense Ising+fields (xent),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.5735937400741586
0.9,19,120,classical_transformer_mle,AR Transformer (MLE),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.2042750633440304
0.9,19,120,classical_maxent_parity,"MaxEnt parity (P,z)",200,1.0,512,600,600,medium,32,4,1,64,600,600,2.4703982335772223
0.9,20,111,iqp_parity_mse,IQP (parity),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.1367156273504833
0.9,20,111,classical_nnn_fields_parity,Ising+fields (NN+NNN),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.6181786537782368
0.9,20,111,classical_dense_fields_xent,Dense Ising+fields (xent),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.671182295333237
0.9,20,111,classical_transformer_mle,AR Transformer (MLE),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.7003424895520576
0.9,20,111,classical_maxent_parity,"MaxEnt parity (P,z)",200,1.0,512,600,600,medium,32,4,1,64,600,600,2.6631128117908425
0.9,20,112,iqp_parity_mse,IQP (parity),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.141363269958937
0.9,20,112,classical_nnn_fields_parity,Ising+fields (NN+NNN),200,1.0,512,600,600,medium,32,4,1,64,600,600,2.2703435200588813
0.9,20,112,classical_dense_fields_xent,Dense Ising+fields (xent),200,1.0,512,600,600,medium,32,4,1,64,600,600,2.00723775575959
0.9,20,112,classical_transformer_mle,AR Transformer (MLE),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.1073198756676006
0.9,20,112,classical_maxent_parity,"MaxEnt parity (P,z)",200,1.0,512,600,600,medium,32,4,1,64,600,600,2.8811380792351797
0.9,20,113,iqp_parity_mse,IQP (parity),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.3901732846194441
0.9,20,113,classical_nnn_fields_parity,Ising+fields (NN+NNN),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.6200003201528101
0.9,20,113,classical_dense_fields_xent,Dense Ising+fields (xent),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.8620297793212663
0.9,20,113,classical_transformer_mle,AR Transformer (MLE),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.3825657874790047
0.9,20,113,classical_maxent_parity,"MaxEnt parity (P,z)",200,1.0,512,600,600,medium,32,4,1,64,600,600,2.572704986348563
0.9,20,114,iqp_parity_mse,IQP (parity),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.254672632319323
0.9,20,114,classical_nnn_fields_parity,Ising+fields (NN+NNN),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.6803527005582215
0.9,20,114,classical_dense_fields_xent,Dense Ising+fields (xent),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.7531592382114107
0.9,20,114,classical_transformer_mle,AR Transformer (MLE),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.1777936257259953
0.9,20,114,classical_maxent_parity,"MaxEnt parity (P,z)",200,1.0,512,600,600,medium,32,4,1,64,600,600,2.5108503308211256
0.9,20,115,iqp_parity_mse,IQP (parity),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.2902641664967176
0.9,20,115,classical_nnn_fields_parity,Ising+fields (NN+NNN),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.9621842758556014
0.9,20,115,classical_dense_fields_xent,Dense Ising+fields (xent),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.861621870364977
0.9,20,115,classical_transformer_mle,AR Transformer (MLE),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.1504807809211173
0.9,20,115,classical_maxent_parity,"MaxEnt parity (P,z)",200,1.0,512,600,600,medium,32,4,1,64,600,600,2.6021869368227066
0.9,20,116,iqp_parity_mse,IQP (parity),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.1745297941506228
0.9,20,116,classical_nnn_fields_parity,Ising+fields (NN+NNN),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.6593456740685877
0.9,20,116,classical_dense_fields_xent,Dense Ising+fields (xent),200,1.0,512,600,600,medium,32,4,1,64,600,600,2.172438712708829
0.9,20,116,classical_transformer_mle,AR Transformer (MLE),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.6625078989998872
0.9,20,116,classical_maxent_parity,"MaxEnt parity (P,z)",200,1.0,512,600,600,medium,32,4,1,64,600,600,3.2573268068776478
0.9,20,117,iqp_parity_mse,IQP (parity),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.2576989095412712
0.9,20,117,classical_nnn_fields_parity,Ising+fields (NN+NNN),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.6315631941608226
0.9,20,117,classical_dense_fields_xent,Dense Ising+fields (xent),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.7110785334929288
0.9,20,117,classical_transformer_mle,AR Transformer (MLE),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.0824580032291726
0.9,20,117,classical_maxent_parity,"MaxEnt parity (P,z)",200,1.0,512,600,600,medium,32,4,1,64,600,600,2.339888273564447
0.9,20,118,iqp_parity_mse,IQP (parity),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.2796216662777846
0.9,20,118,classical_nnn_fields_parity,Ising+fields (NN+NNN),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.571566817327227
0.9,20,118,classical_dense_fields_xent,Dense Ising+fields (xent),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.7949810291906063
0.9,20,118,classical_transformer_mle,AR Transformer (MLE),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.611957509227827
0.9,20,118,classical_maxent_parity,"MaxEnt parity (P,z)",200,1.0,512,600,600,medium,32,4,1,64,600,600,2.522914995759093
0.9,20,119,iqp_parity_mse,IQP (parity),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.1548778426913562
0.9,20,119,classical_nnn_fields_parity,Ising+fields (NN+NNN),200,1.0,512,600,600,medium,32,4,1,64,600,600,2.0782580662847514
0.9,20,119,classical_dense_fields_xent,Dense Ising+fields (xent),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.700416352066985
0.9,20,119,classical_transformer_mle,AR Transformer (MLE),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.7119323817951813
0.9,20,119,classical_maxent_parity,"MaxEnt parity (P,z)",200,1.0,512,600,600,medium,32,4,1,64,600,600,2.9593568962070336
0.9,20,120,iqp_parity_mse,IQP (parity),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.3114506367741008
0.9,20,120,classical_nnn_fields_parity,Ising+fields (NN+NNN),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.8011498218269855
0.9,20,120,classical_dense_fields_xent,Dense Ising+fields (xent),200,1.0,512,600,600,medium,32,4,1,64,600,600,2.0037743704102198
0.9,20,120,classical_transformer_mle,AR Transformer (MLE),200,1.0,512,600,600,medium,32,4,1,64,600,600,1.2542507199589168
0.9,20,120,classical_maxent_parity,"MaxEnt parity (P,z)",200,1.0,512,600,600,medium,32,4,1,64,600,600,2.917731693115348
